Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
21,Task 1: sum1,1.265,2526.912,0.693,2528.87,1.958
21,Task 2: sum2,1.04,7531.409,0.674,7533.123,1.714
21,Task 3: sum3,1350.283,5141.554,0.486,6492.323,1350.769
21,Task 4: sum4,3740.238,2752.07,0.42,6492.728,3740.658
22,Task 1: sum1,1.28,2475.105,0.643,2477.028,1.923
22,Task 2: sum2,0.967,7489.601,0.659,7491.227,1.625
22,Task 3: sum3,835.932,5149.793,0.692,5986.417,836.624
22,Task 4: sum4,3276.173,2710.124,0.424,5986.721,3276.597
23,Task 1: sum1,0.944,2525.044,0.665,2526.653,1.609
23,Task 2: sum2,1.154,7528.092,0.728,7529.974,1.882
23,Task 3: sum3,1380.858,5137.525,0.673,6519.056,1381.531
23,Task 4: sum4,3770.763,2747.593,0.931,6519.287,3771.695
24,Task 1: sum1,1.032,2484.628,0.622,2486.281,1.653
24,Task 2: sum2,1.459,7487.124,0.761,7489.345,2.22
24,Task 3: sum3,1.393,5146.035,0.476,5147.904,1.869
24,Task 4: sum4,2441.192,2706.486,0.496,5148.174,2441.688
25,Task 1: sum1,0.836,2519.716,0.654,2521.207,1.49
25,Task 3: sum3,392.364,5119.367,0.673,5512.404,393.037
25,Task 4: sum4,2782.273,2733.287,0.483,5516.043,2782.756
25,Task 2: sum2,1.315,7503.709,0.622,7505.646,1.937
26,Task 1: sum1,1.41,2486.868,0.659,2488.937,2.069
26,Task 2: sum2,0.99,8389.35,0.757,8391.096,1.746
26,Task 3: sum3,861.107,6049.588,1.058,6911.752,862.164
26,Task 4: sum4,3301.409,3610.645,0.623,6912.677,3302.032
27,Task 1: sum1,0.911,2529.305,0.674,2530.89,1.585
27,Task 2: sum2,1.439,7524.19,0.689,7526.318,2.128
27,Task 3: sum3,1306.531,5134.08,0.643,6441.254,1307.174
27,Task 4: sum4,3696.726,2743.872,0.979,6441.578,3697.705
28,Task 1: sum1,0.94,2471.73,0.673,2473.343,1.613
28,Task 2: sum2,1.541,7482.822,0.681,7485.043,2.221
28,Task 3: sum3,786.659,5141.553,0.5,5928.712,787.159
28,Task 4: sum4,3226.981,2702.007,0.778,5929.766,3227.759
29,Task 1: sum1,1.291,2534.161,0.666,2536.117,1.956
29,Task 2: sum2,0.983,7528.395,0.714,7530.092,1.697
29,Task 3: sum3,1323.183,5138.318,0.527,6462.028,1323.71
29,Task 4: sum4,3713.586,2748.5,0.426,6462.512,3714.012
30,Task 1: sum1,0.904,2477.796,0.659,2479.36,1.563
30,Task 2: sum2,1.298,7487.473,0.696,7489.467,1.994
30,Task 3: sum3,806.617,5146.887,0.72,5954.224,807.337
30,Task 4: sum4,3247.039,2706.42,1.262,5954.722,3248.302
31,Task 1: sum1,0.928,2533.132,0.658,2534.717,1.586
31,Task 2: sum2,1.119,7529.841,0.712,7531.673,1.832
31,Task 3: sum3,1348.842,5139.2,0.463,6488.505,1349.304
31,Task 4: sum4,3739.357,2749.065,0.501,6488.923,3739.858
32,Task 1: sum1,0.934,2474.047,0.645,2475.625,1.578
32,Task 2: sum2,0.939,7482.901,0.666,7484.506,1.605
32,Task 3: sum3,833.509,5141.746,0.497,5975.751,834.006
32,Task 4: sum4,3273.899,2701.883,0.71,5976.493,3274.61
33,Task 1: sum1,0.93,2533.592,0.684,2535.206,1.614
33,Task 2: sum2,1.274,7528.147,0.715,7530.136,1.989
33,Task 3: sum3,1370.368,5137.773,0.411,6508.552,1370.779
33,Task 4: sum4,3760.568,2748.058,0.417,6509.043,3760.985
34,Task 1: sum1,0.881,2499.129,0.658,2500.668,1.539
34,Task 2: sum2,1.131,7481.527,0.771,7483.43,1.903
34,Task 3: sum3,852.897,5141.263,0.467,5994.626,853.364
34,Task 4: sum4,3293.315,2701.374,0.413,5995.102,3293.727
35,Task 1: sum1,0.913,2531.897,0.664,2533.475,1.578
35,Task 2: sum2,0.874,7531.433,0.77,7533.077,1.644
35,Task 4: sum4,1388.938,5140.367,0.499,6529.804,1389.437
35,Task 3: sum3,3780.014,2750.796,0.408,6531.217,3780.421
36,Task 1: sum1,0.906,2489.538,0.654,2491.097,1.56
36,Task 2: sum2,1.02,7481.005,0.675,7482.7,1.694
36,Task 3: sum3,875.229,5139.96,0.506,6015.695,875.735
36,Task 4: sum4,3315.981,2699.755,0.469,6016.205,3316.45
37,Task 1: sum1,0.966,2517.009,0.642,2518.617,1.607
37,Task 2: sum2,0.961,7514.647,0.678,7516.286,1.639
37,Task 3: sum3,391.895,5142.219,0.53,5534.644,392.425
37,Task 4: sum4,2782.297,2752.387,0.429,5535.113,2782.726
38,Task 1: sum1,0.916,2476.74,0.696,2478.352,1.612
38,Task 2: sum2,0.982,7483.353,0.659,7484.995,1.641
38,Task 3: sum3,878.886,5142.874,0.64,6022.4,879.526
38,Task 4: sum4,3319.469,2702.772,0.406,6022.646,3319.875
39,Task 1: sum1,0.917,2513.55,0.651,2515.118,1.568
39,Task 2: sum2,1.54,7506.425,0.717,7508.682,2.257
39,Task 3: sum3,392.527,5140.388,0.459,5533.375,392.986
39,Task 4: sum4,2783.211,2750.287,0.617,5534.115,2783.828
40,Task 1: sum1,0.951,2473.588,0.927,2475.466,1.878
40,Task 2: sum2,0.903,7481.28,0.708,7482.89,1.611
40,Task 3: sum3,877.843,5140.733,0.749,6019.325,878.592
40,Task 4: sum4,3318.244,2701.292,0.637,6020.173,3318.881
41,Task 1: sum1,1.032,2513.741,0.671,2515.444,1.703
41,Task 4: sum4,2782.61,3672.724,0.708,6456.041,2783.318
41,Task 3: sum3,392.171,6065.366,0.598,6458.135,392.769
41,Task 2: sum2,0.978,8437.236,0.45,8438.664,1.428
42,Task 1: sum1,1.183,2477.648,0.666,2479.497,1.849
42,Task 2: sum2,0.98,7475.819,0.745,7477.544,1.725
42,Task 3: sum3,804.045,5134.36,0.432,5938.837,804.477
42,Task 4: sum4,3244.377,2694.559,0.518,5939.455,3244.895
43,Task 1: sum1,0.95,2537.362,0.652,2538.965,1.602
43,Task 2: sum2,1.261,7531.125,0.646,7533.033,1.908
43,Task 3: sum3,1334.422,5139.665,0.483,6474.569,1334.905
43,Task 4: sum4,3725.22,2749.398,0.42,6475.039,3725.64
44,Task 1: sum1,0.984,2478.54,0.662,2480.186,1.646
44,Task 2: sum2,0.938,7482.853,0.75,7484.541,1.688
44,Task 3: sum3,818.893,5142.317,0.511,5961.722,819.404
44,Task 4: sum4,3259.509,2702.2,0.414,5962.124,3259.924
45,Task 1: sum1,0.945,2533.421,0.88,2535.245,1.825
45,Task 2: sum2,0.954,7531.869,0.737,7533.56,1.691
45,Task 3: sum3,1355.93,5141.443,0.429,6497.802,1356.359
45,Task 4: sum4,3746.531,2751.329,0.509,6498.368,3747.04
46,Task 1: sum1,0.82,2486.795,0.666,2488.282,1.486
46,Task 2: sum2,0.869,7478.639,0.705,7480.214,1.574
46,Task 3: sum3,842.577,5137.342,1.032,5980.951,843.609
46,Task 4: sum4,3282.971,2698.286,0.465,5981.722,3283.436
47,Task 1: sum1,1.497,2531.882,0.639,2534.018,2.136
47,Task 2: sum2,1.227,7528.884,0.685,7530.797,1.912
47,Task 3: sum3,1376.9,5137.387,0.48,6514.767,1377.38
47,Task 4: sum4,3767.665,2747.235,0.411,6515.311,3768.077
48,Task 1: sum1,0.969,2479.657,0.646,2481.273,1.616
48,Task 2: sum2,1.096,7483.498,0.683,7485.277,1.779
48,Task 3: sum3,860.533,5141.625,0.539,6002.697,861.072
48,Task 4: sum4,3300.205,2702.578,0.4,6003.182,3300.604
49,Task 1: sum1,1.248,2524.013,0.674,2525.936,1.922
49,Task 2: sum2,0.949,7769.909,0.705,7771.563,1.654
49,Task 3: sum3,391.799,5384.531,0.533,5776.863,392.332
49,Task 4: sum4,2782.414,2994.507,0.661,5777.582,2783.075
50,Task 1: sum1,1.004,2532.754,0.681,2534.438,1.685
50,Task 2: sum2,1.254,7533.8,0.679,7535.733,1.933
50,Task 3: sum3,1171.713,5145.431,0.474,6317.618,1172.187
50,Task 4: sum4,3562.529,2756.914,0.415,6319.858,3562.944

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,1.070,2505.236,0.687,2506.993,1.757
AVERAGE,Task 2: sum2,1.212,7565.298,0.720,7567.230,1.932
AVERAGE,Task 3: sum3,976.281,5176.735,0.607,6153.623,976.888
AVERAGE,Task 4: sum4,3315.445,2838.268,0.559,6154.272,3316.004
